"","train","valR2"
"1",train,0.898662497834225
"2",train,0.898346882738722
"3",train,0.8987772631236
"4",train,0.899175491741156
"5",train,0.89892326078527
"6",train,0.898747689033142
"7",train,0.899399677065631
"8",train,0.898310958794362
"9",train,0.899312763694748
"10",train,0.898989032976062
"11",train,0.900054096897932
"12",test,0.926855
